Station,Hour of day,Week,AAS,TLH,CUME,SS,TSL
WYMSFM,11,2024-04-29,275.6060317,1929.242222,1512,1523,01:17
WYMSFM,11,2025-03-03,275.5362698,1928.753889,1539,1437,01:15
WYMSFM,11,2025-02-24,273.2810317,1912.967222,1547,1482,01:14
WYMSFM,11,2024-05-13,272.2195238,1905.536667,1518,1455,01:15
WYMSFM,11,2024-02-05,272.2187302,1905.531111,1630,1422,01:10
WYMSFM,10,2025-02-24,272.0161111,1904.112778,1575,1626,01:13
WYMSFM,11,2024-02-26,271.4887302,1900.421111,1586,1431,01:12
WYMSFM,10,2025-03-03,270.6588095,1894.611667,1516,1585,01:15
WYMSFM,11,2025-02-10,269.6766667,1887.736667,1586,1419,01:11
WYMSFM,11,2025-05-05,269.1507937,1884.055556,1547,1499,01:13
WYMSFM,12,2025-03-03,269.0070238,1883.049167,1612,1503,01:10
WYMSFM,11,2025-06-02,268.8394444,1881.876111,1468,1447,01:17
WYMSFM,11,2025-06-09,267.8814286,1875.17,1597,1519,01:10
WYMSFM,11,2025-02-17,267.4472222,1872.130556,1569,1401,01:12
WYMSFM,12,2025-02-24,267.1942857,1870.36,1507,1514,01:14
WYMSFM,11,2025-01-27,266.3452778,1864.416944,1556,1471,01:12
WYMSFM,10,2024-02-05,266.090873,1862.636111,1571,1548,01:11
WYMSFM,10,2025-02-10,265.7873016,1860.511111,1562,1504,01:11
WYMSFM,10,2024-04-29,265.4009921,1857.806944,1493,1676,01:15
WYMSFM,10,2025-06-02,265.2692857,1856.885,1526,1483,01:13
WYMSFM,12,2025-06-02,264.9172619,1854.420833,1507,1375,01:14
WYMSFM,11,2025-03-10,264.6165476,1852.315833,1630,1469,01:08
WYMSFM,11,2024-09-23,264.2526984,1849.768889,1608,1578,01:09
WYMSFM,12,2024-05-13,264.0853175,1848.597222,1524,1356,01:13
WYMSFM,11,2025-04-28,263.2388492,1842.671944,1554,1496,01:11
WYMSFM,10,2025-01-27,263.1344444,1841.941111,1569,1583,01:10
WYMSFM,13,2025-03-03,262.8063095,1839.644167,1524,1235,01:12
WYMSFM,11,2025-09-15,262.3418254,1836.392778,1480,1381,01:14
WYMSFM,10,2025-03-10,262.220754,1835.545278,1621,1738,01:08
WYMSFM,10,2025-05-05,261.5000397,1830.500278,1516,1603,01:12
WYMSFM,13,2025-02-24,261.3547222,1829.483056,1503,1301,01:13
WYMSFM,11,2024-01-29,261.265873,1828.861111,1552,1505,01:11
WYMSFM,10,2025-09-15,261.2323016,1828.626111,1552,1567,01:11
WYMSFM,11,2024-02-12,261.0946429,1827.6625,1505,1327,01:13
WYMSFM,12,2025-02-17,261.005119,1827.035833,1491,1264,01:14
WYMSFM,10,2025-06-09,260.8953571,1826.2675,1591,1740,01:09
WYMSFM,10,2024-02-26,260.8759921,1826.131944,1567,1470,01:10
WYMSFM,11,2025-01-13,260.1429365,1821.000556,1518,1408,01:12
WYMSFM,12,2024-01-29,260.0534127,1820.373889,1588,1536,01:09
WYMSFM,11,2025-02-03,259.9854365,1819.898056,1558,1431,01:10
WYMSFM,11,2024-03-11,259.4326984,1816.028889,1554,1373,01:10
WYMSFM,10,2025-02-17,258.9899603,1812.929722,1606,1666,01:08
WYMSFM,10,2025-02-03,258.7750397,1811.425278,1547,1565,01:10
WYMSFM,11,2024-03-04,258.7087302,1810.961111,1547,1477,01:10
WYMSFM,10,2025-03-17,258.5613492,1809.929444,1533,1631,01:11
WYMSFM,10,2024-11-11,258.3733333,1808.613333,1522,1599,01:11
WYMSFM,11,2025-03-17,258.1469048,1807.028333,1552,1383,01:10
WYMSFM,14,2025-03-03,257.9911905,1805.938333,1558,1294,01:10
WYMSFM,12,2024-04-29,257.919246,1805.434722,1468,1366,01:14
WYMSFM,12,2024-02-05,257.8727778,1805.109444,1552,1400,01:10
WYMSFM,11,2025-09-08,257.8127381,1804.689167,1501,1316,01:12
WYMSFM,10,2025-01-13,257.7853571,1804.4975,1512,1499,01:12
WYMSFM,12,2025-01-27,257.6969048,1803.878333,1558,1397,01:09
WYMSFM,13,2024-05-13,257.6537302,1803.576111,1499,1380,01:12
WYMSFM,12,2025-02-10,257.6296825,1803.407778,1512,1293,01:12
WYMSFM,13,2025-06-02,257.5963492,1803.174444,1520,1318,01:11
WYMSFM,11,2025-04-21,257.3490476,1801.443333,1569,1505,01:09
WYMSFM,12,2024-02-26,257.3074603,1801.152222,1560,1336,01:09
WYMSFM,11,2025-01-06,256.9453571,1798.6175,1514,1356,01:11
WYMSFM,13,2024-01-29,256.8946032,1798.262222,1495,1243,01:12
WYMSFM,10,2025-04-21,256.659127,1796.613889,1528,1682,01:11
WYMSFM,11,2025-05-12,256.3893651,1794.725556,1497,1516,01:12
WYMSFM,13,2025-02-17,255.7487302,1790.241111,1493,1379,01:12
WYMSFM,11,2024-05-20,255.6756349,1789.729444,1491,1504,01:12
WYMSFM,12,2025-09-08,255.230119,1786.610833,1478,1384,01:13
WYMSFM,10,2024-05-13,254.8884524,1784.219167,1541,1588,01:09
WYMSFM,10,2024-01-29,254.6120635,1782.284444,1533,1562,01:10
WYMSFM,12,2025-01-13,254.5410714,1781.7875,1503,1303,01:11
WYMSFM,10,2025-08-18,254.3965476,1780.775833,1547,1529,01:09
WYMSFM,11,2025-06-23,254.3945635,1780.761944,1604,1493,01:07
WYMSFM,12,2025-03-10,254.3111905,1780.178333,1565,1322,01:08
WYMSFM,12,2025-05-05,254.1790079,1779.253056,1524,1333,01:10
WYMSFM,10,2024-02-12,254.1466667,1779.026667,1478,1488,01:12
WYMSFM,12,2025-02-03,254.0873413,1778.611389,1460,1408,01:13
WYMSFM,10,2024-03-04,254.0109524,1778.076667,1591,1708,01:07
WYMSFM,13,2025-02-10,253.9094048,1777.365833,1452,1232,01:13
WYMSFM,12,2024-01-08,253.8351984,1776.846389,1535,1643,01:09
WYMSFM,10,2025-09-22,253.759881,1776.319167,1599,1552,01:07
WYMSFM,10,2024-05-06,253.5026984,1774.518889,1434,1515,01:14
WYMSFM,11,2025-08-25,253.2248016,1772.573611,1512,1502,01:10
WYMSFM,13,2025-01-27,253.1077778,1771.754444,1516,1330,01:10
WYMSFM,11,2025-09-22,253.0346825,1771.242778,1470,1432,01:12
WYMSFM,11,2024-04-15,253.0127381,1771.089167,1446,1379,01:13
WYMSFM,13,2024-03-04,252.9560317,1770.692222,1487,1309,01:11
WYMSFM,10,2024-09-23,252.9310714,1770.5175,1619,1735,01:06
WYMSFM,10,2025-04-14,252.864246,1770.049722,1621,1513,01:06
WYMSFM,12,2024-02-12,252.8543254,1769.980278,1450,1311,01:13
WYMSFM,12,2025-09-15,252.7592857,1769.315,1483,1368,01:12
WYMSFM,12,2025-05-12,251.8134921,1762.694444,1474,1474,01:12
WYMSFM,13,2024-02-05,251.6970238,1761.879167,1424,1287,01:14
WYMSFM,11,2024-01-15,251.601746,1761.212222,1558,1475,01:08
WYMSFM,12,2024-01-15,251.3990476,1759.793333,1539,1406,01:09
WYMSFM,13,2025-03-10,251.3615079,1759.530556,1472,1283,01:12
WYMSFM,11,2024-04-22,251.1386111,1757.970278,1512,1454,01:10
WYMSFM,11,2025-09-01,251.0760317,1757.532222,1584,1429,01:07
WYMSFM,9,2025-03-03,250.9892063,1756.924444,1489,1714,01:11
WYMSFM,12,2024-03-11,250.736627,1755.156389,1510,1332,01:10
WYMSFM,10,2025-04-28,250.6814683,1754.770278,1503,1605,01:10
WYMSFM,12,2024-01-01,250.6581349,1754.606944,1485,1465,01:11
WYMSFM,10,2025-05-12,250.6257937,1754.380556,1464,1469,01:12
WYMSFM,11,2024-05-06,250.6254762,1754.378333,1518,1660,01:09
WYMSFM,12,2025-03-17,250.612619,1754.288333,1518,1382,01:09
WYMSFM,11,2024-11-11,250.4669444,1753.268611,1550,1638,01:08
WYMSFM,14,2025-02-24,250.315754,1752.210278,1416,1294,01:14
WYMSFM,11,2025-05-19,250.1871032,1751.309722,1487,1568,01:11
WYMSFM,12,2025-06-23,249.9388095,1749.571667,1520,1483,01:09
WYMSFM,11,2025-05-26,249.9346032,1749.542222,1507,1375,01:10
WYMSFM,12,2025-06-09,249.8808333,1749.165833,1501,1308,01:10
WYMSFM,12,2024-01-22,249.8545635,1748.981944,1545,1442,01:08
WYMSFM,14,2025-06-02,249.8251587,1748.776111,1531,1350,01:09
WYMSFM,11,2025-01-20,249.8096429,1748.6675,1505,1464,01:10
WYMSFM,10,2024-03-11,249.5902381,1747.131667,1495,1492,01:10
WYMSFM,12,2024-03-04,249.4062698,1745.843889,1466,1410,01:11
WYMSFM,14,2025-01-27,248.8317857,1741.8225,1428,1259,01:13
WYMSFM,12,2025-04-28,248.7138889,1740.997222,1528,1439,01:08
WYMSFM,13,2024-04-29,248.5671429,1739.97,1382,1237,01:16
WYMSFM,13,2024-02-26,248.5661905,1739.963333,1472,1217,01:11
WYMSFM,11,2024-11-04,248.5482143,1739.8375,1514,1437,01:09
WYMSFM,11,2024-01-01,248.3892063,1738.724444,1491,1516,01:10
WYMSFM,14,2025-03-10,248.335,1738.345,1450,1249,01:12
WYMSFM,11,2024-01-22,248.3039683,1738.127778,1526,1499,01:08
WYMSFM,11,2024-06-03,248.2484921,1737.739444,1493,1379,01:10
WYMSFM,13,2024-02-12,248.0800794,1736.560556,1402,1262,01:14
WYMSFM,12,2025-01-06,248.0467857,1736.3275,1442,1279,01:12
WYMSFM,13,2025-05-05,247.863254,1735.042778,1460,1298,01:11
WYMSFM,10,2025-01-06,247.8454365,1734.918056,1410,1483,01:14
WYMSFM,13,2025-09-08,247.8413492,1734.889444,1412,1088,01:14
WYMSFM,10,2025-09-08,247.4712698,1732.298889,1434,1632,01:12
WYMSFM,11,2024-09-02,247.2745635,1730.921944,1512,1324,01:09
WYMSFM,9,2025-02-24,247.1309524,1729.916667,1464,1687,01:11
WYMSFM,14,2025-02-10,247.126627,1729.886389,1408,1186,01:14
WYMSFM,10,2025-05-26,247.1069841,1729.748889,1545,1577,01:07
WYMSFM,11,2025-04-14,247.0357937,1729.250556,1520,1342,01:08
WYMSFM,10,2024-05-20,246.7752778,1727.426944,1480,1635,01:10
WYMSFM,13,2025-09-15,246.6486905,1726.540833,1386,1290,01:15
WYMSFM,13,2025-05-12,246.5511508,1725.858056,1440,1292,01:12
WYMSFM,14,2025-09-08,246.4316667,1725.021667,1428,1277,01:12
WYMSFM,12,2025-08-25,246.324246,1724.269722,1478,1386,01:10
WYMSFM,11,2024-06-24,246.2888492,1724.021944,1503,1324,01:09
WYMSFM,10,2025-06-23,246.2323016,1723.626111,1552,1628,01:07
WYMSFM,10,2024-11-04,246.1503175,1723.052222,1524,1614,01:08
WYMSFM,12,2024-09-23,246.0290476,1722.203333,1520,1263,01:08
WYMSFM,10,2024-01-22,245.8222222,1720.755556,1512,1473,01:08
WYMSFM,12,2025-04-21,245.6650794,1719.655556,1474,1360,01:10
WYMSFM,11,2025-08-18,245.4790873,1718.353611,1510,1656,01:08
WYMSFM,12,2024-05-20,245.3876984,1717.713889,1478,1318,01:10
WYMSFM,13,2025-02-03,245.1619048,1716.133333,1347,1210,01:16
WYMSFM,12,2025-01-20,245.1447222,1716.013056,1531,1440,01:07
WYMSFM,11,2024-09-09,245.0641667,1715.449167,1450,1323,01:11
WYMSFM,12,2024-11-04,245.062381,1715.436667,1545,1409,01:07
WYMSFM,14,2024-03-04,245.0380952,1715.266667,1466,1213,01:10
WYMSFM,10,2025-08-25,245.0094048,1715.065833,1543,1656,01:07
WYMSFM,11,2024-09-16,245.0087302,1715.061111,1406,1355,01:13
WYMSFM,11,2024-03-18,244.9182143,1714.4275,1505,1378,01:08
WYMSFM,11,2024-02-19,244.5053571,1711.5375,1514,1410,01:08
WYMSFM,12,2025-09-01,244.230119,1709.610833,1533,1371,01:07
WYMSFM,14,2025-02-17,244.054127,1708.378889,1380,1195,01:14
WYMSFM,11,2025-07-07,243.9972619,1707.980833,1499,1438,01:08
WYMSFM,14,2024-01-29,243.8850397,1707.195278,1444,1161,01:11
WYMSFM,13,2025-01-13,243.8512698,1706.958889,1398,1183,01:13
WYMSFM,13,2025-06-09,243.734127,1706.138889,1418,1302,01:12
WYMSFM,14,2024-02-26,243.5776984,1705.043889,1428,1171,01:12
WYMSFM,10,2025-01-20,243.5677381,1704.974167,1522,1659,01:07
WYMSFM,10,2025-05-19,243.5633333,1704.943333,1436,1571,01:11
WYMSFM,14,2025-05-12,243.5069444,1704.548611,1376,1169,01:14
WYMSFM,11,2025-07-21,243.3528175,1703.469722,1483,1409,01:09
WYMSFM,10,2024-04-15,243.195,1702.365,1487,1514,01:09
WYMSFM,9,2025-09-15,243.1420238,1701.994167,1430,1673,01:11
WYMSFM,10,2025-09-01,243.047619,1701.333333,1550,1632,01:06
WYMSFM,11,2025-03-24,243.0474206,1701.331944,1406,1385,01:13
WYMSFM,11,2024-10-28,243.04,1701.28,1434,1298,01:11
WYMSFM,13,2025-03-17,243.0045238,1701.031667,1458,1246,01:10
WYMSFM,14,2024-02-05,242.794127,1699.558889,1388,1079,01:13
WYMSFM,13,2024-03-11,242.7731349,1699.411944,1418,1143,01:12
WYMSFM,10,2024-04-22,242.4765476,1697.335833,1518,1531,01:07
WYMSFM,11,2024-11-18,242.2575,1695.8025,1458,1381,01:10
WYMSFM,11,2025-06-16,242.0480556,1694.336389,1460,1412,01:10
WYMSFM,10,2024-03-18,241.6222222,1691.355556,1510,1485,01:07
WYMSFM,14,2025-09-15,241.2178968,1688.525278,1360,1145,01:15
WYMSFM,10,2024-09-09,241.1701587,1688.191111,1485,1446,01:08
WYMSFM,13,2025-01-06,240.9303968,1686.512778,1434,1219,01:11
WYMSFM,11,2024-01-08,240.7836905,1685.485833,1510,1458,01:07
WYMSFM,12,2024-04-15,240.6992857,1684.895,1466,1341,01:09
WYMSFM,13,2025-01-20,240.5634127,1683.943889,1464,1315,01:09
WYMSFM,11,2024-10-14,240.5381746,1683.767222,1476,1316,01:08
WYMSFM,10,2024-10-28,240.3678175,1682.574722,1416,1457,01:11
WYMSFM,14,2025-03-17,240.2648016,1681.853611,1404,1256,01:12
WYMSFM,11,2024-06-17,240.2398016,1681.678611,1531,1425,01:06
WYMSFM,9,2025-06-02,240.1130159,1680.791111,1493,1696,01:08
WYMSFM,9,2025-02-10,240.0743651,1680.520556,1470,1712,01:09
WYMSFM,14,2025-01-13,240.0696825,1680.487778,1386,1156,01:13
WYMSFM,12,2024-09-16,239.9130556,1679.391389,1386,1263,01:13
WYMSFM,13,2024-01-22,239.7963095,1678.574167,1422,1116,01:11
WYMSFM,13,2025-04-28,239.7704365,1678.393056,1418,1227,01:11
WYMSFM,9,2025-02-17,239.7278968,1678.095278,1464,1640,01:09
WYMSFM,14,2024-02-12,239.7109127,1677.976389,1368,1131,01:14
WYMSFM,13,2024-09-23,239.6161111,1677.312778,1392,1193,01:12
WYMSFM,11,2024-08-26,239.6056349,1677.239444,1474,1393,01:08
WYMSFM,12,2024-06-03,239.1723413,1674.206389,1476,1334,01:08
WYMSFM,12,2025-07-07,239.0986111,1673.690278,1485,1265,01:08
WYMSFM,10,2024-09-16,239.0783333,1673.548333,1398,1486,01:12
WYMSFM,12,2024-11-11,239.0068254,1673.047778,1442,1366,01:10
WYMSFM,14,2024-03-11,238.976627,1672.836389,1374,1074,01:13
WYMSFM,10,2024-01-15,238.9623016,1672.736111,1487,1451,01:08
WYMSFM,12,2025-05-26,238.8954365,1672.268056,1503,1411,01:07
WYMSFM,12,2024-02-19,238.8718651,1672.103056,1558,1423,01:04
WYMSFM,14,2025-01-20,238.8465873,1671.926111,1390,1172,01:12
WYMSFM,10,2024-11-18,238.8310317,1671.817222,1438,1522,01:10
WYMSFM,9,2025-01-13,238.7061508,1670.943056,1444,1576,01:09
WYMSFM,10,2025-06-16,238.600873,1670.206111,1476,1590,01:08
WYMSFM,13,2025-04-21,238.3774206,1668.641944,1442,1345,01:09
WYMSFM,14,2025-02-03,238.3225397,1668.257778,1382,1263,01:12
WYMSFM,13,2024-01-15,238.235,1667.645,1446,1206,01:09
WYMSFM,12,2025-04-14,238.2092857,1667.465,1456,1317,01:09
WYMSFM,10,2025-07-21,238.1201587,1666.841111,1452,1574,01:09
WYMSFM,14,2025-04-28,238.1114683,1666.780278,1366,1182,01:13
WYMSFM,13,2024-11-11,238.0645238,1666.451667,1394,1194,01:12
WYMSFM,14,2025-05-05,237.7799603,1664.459722,1493,1438,01:07
WYMSFM,10,2025-07-14,237.7752381,1664.426667,1505,1766,01:06
WYMSFM,9,2025-03-17,237.7650397,1664.355278,1416,1716,01:11
WYMSFM,13,2025-06-23,237.6797222,1663.758056,1426,1244,01:10
WYMSFM,13,2024-01-08,237.6467063,1663.526944,1507,1330,01:06
WYMSFM,12,2024-06-24,237.6147222,1663.303056,1507,1346,01:06
WYMSFM,9,2024-11-11,237.52,1662.64,1499,1767,01:07
WYMSFM,11,2025-07-14,237.4496032,1662.147222,1476,1406,01:08
WYMSFM,11,2025-07-28,237.3548016,1661.483611,1472,1432,01:08
WYMSFM,10,2024-08-26,237.0689286,1659.4825,1468,1407,01:08
WYMSFM,11,2024-05-27,237.0640476,1659.448333,1436,1333,01:09
WYMSFM,14,2024-11-18,237.0413095,1659.289167,1374,1212,01:12
WYMSFM,10,2024-01-01,237.024246,1659.169722,1436,1512,01:09
WYMSFM,13,2024-11-18,236.9848413,1658.893889,1396,1332,01:11
WYMSFM,15,2025-02-24,236.9400397,1658.580278,1392,1258,01:11
WYMSFM,9,2025-03-10,236.9250397,1658.475278,1537,1722,01:05
WYMSFM,13,2025-09-01,236.7653968,1657.357778,1458,1222,01:08
WYMSFM,10,2024-09-02,236.5463492,1655.824444,1510,1417,01:06
WYMSFM,11,2024-12-16,236.5115873,1655.581111,1330,1268,01:15
WYMSFM,14,2024-11-11,236.4982143,1655.4875,1412,1220,01:10
WYMSFM,15,2025-03-03,236.4032937,1654.823056,1514,1169,01:06
WYMSFM,11,2025-08-04,236.3623016,1654.536111,1483,1398,01:07
WYMSFM,11,2025-08-11,236.2404762,1653.683333,1485,1361,01:07
WYMSFM,9,2024-02-05,236.1621825,1653.135278,1370,1548,01:12
WYMSFM,10,2024-01-08,236.0619841,1652.433889,1468,1426,01:08
WYMSFM,13,2024-05-20,236.0405159,1652.283611,1412,1192,01:10
WYMSFM,9,2025-05-05,236.0000397,1652.000278,1472,1644,01:07
WYMSFM,13,2024-09-16,235.989246,1651.924722,1316,1251,01:15
WYMSFM,9,2025-06-09,235.7426587,1650.198611,1518,1666,01:05
WYMSFM,10,2024-06-03,235.7036905,1649.925833,1432,1599,01:09
WYMSFM,10,2025-07-07,235.6323413,1649.426389,1483,1575,01:07
WYMSFM,14,2025-04-21,235.5032143,1648.5225,1432,1261,01:09
WYMSFM,14,2025-01-06,235.3920635,1647.744444,1362,1133,01:13
WYMSFM,12,2024-11-18,235.3847222,1647.693056,1454,1337,01:08
WYMSFM,13,2024-02-19,235.3226587,1647.258611,1442,1260,01:09
WYMSFM,12,2025-09-22,235.2278968,1646.595278,1438,1351,01:09
WYMSFM,10,2024-02-19,235.1303968,1645.912778,1512,1590,01:05
WYMSFM,13,2024-01-01,235.0465476,1645.325833,1483,1182,01:07
WYMSFM,15,2025-09-08,234.8812302,1644.168611,1374,1251,01:12
WYMSFM,12,2024-10-28,234.8601587,1644.021111,1418,1294,01:10
WYMSFM,13,2024-06-24,234.7390079,1643.173056,1358,1186,01:13
WYMSFM,11,2024-10-21,234.272619,1639.908333,1466,1399,01:07
WYMSFM,11,2024-12-09,234.2636508,1639.845556,1380,1244,01:11
WYMSFM,11,2024-08-12,234.2436508,1639.705556,1462,1370,01:07
WYMSFM,12,2024-04-22,234.1579365,1639.105556,1432,1216,01:09
WYMSFM,11,2024-03-25,233.8965079,1637.275556,1448,1240,01:08
WYMSFM,10,2024-06-24,233.8631746,1637.042222,1474,1493,01:07
WYMSFM,11,2024-12-02,233.7892857,1636.525,1386,1250,01:11
WYMSFM,9,2025-01-27,233.7764286,1636.435,1452,1602,01:08
WYMSFM,11,2024-07-08,233.7722222,1636.405556,1418,1292,01:09
WYMSFM,9,2024-04-29,233.6292063,1635.404444,1430,1611,01:09
WYMSFM,15,2025-01-27,233.5945238,1635.161667,1448,1298,01:08
WYMSFM,9,2024-05-13,233.5635317,1634.944722,1426,1594,01:09
WYMSFM,13,2025-08-25,233.36,1633.52,1410,1284,01:10
WYMSFM,9,2024-02-26,233.2696032,1632.887222,1432,1507,01:08
WYMSFM,11,2024-06-10,233.2420635,1632.694444,1343,1294,01:13
WYMSFM,10,2025-03-24,233.2236905,1632.565833,1362,1419,01:12
WYMSFM,14,2025-09-01,233.1477381,1632.034167,1456,1184,01:07
WYMSFM,12,2024-03-18,233.1119048,1631.783333,1493,1275,01:06
WYMSFM,9,2024-05-06,233.0680952,1631.476667,1428,1693,01:09
WYMSFM,12,2024-06-17,232.9732143,1630.8125,1388,1349,01:11
WYMSFM,14,2024-05-13,232.9504365,1630.653056,1426,1409,01:09
WYMSFM,12,2024-05-06,232.6558333,1628.590833,1466,1515,01:07
WYMSFM,10,2024-05-27,232.6011905,1628.208333,1424,1501,01:09
WYMSFM,12,2025-08-04,232.555754,1627.890278,1495,1313,01:05
WYMSFM,15,2025-02-10,232.4077381,1626.854167,1440,1179,01:08
WYMSFM,12,2025-07-14,232.2993254,1626.095278,1460,1309,01:07
WYMSFM,10,2024-12-02,232.2962698,1626.073889,1382,1388,01:11
WYMSFM,12,2025-08-11,232.2563889,1625.794722,1491,1336,01:05
WYMSFM,10,2025-08-04,232.0832143,1624.5825,1503,1579,01:05
WYMSFM,11,2024-07-15,232.0670635,1624.469444,1378,1275,01:11
WYMSFM,9,2025-04-28,232.0667063,1624.466944,1460,1728,01:07
WYMSFM,12,2025-06-16,232.0574206,1624.401944,1495,1379,01:05
WYMSFM,13,2025-05-19,232.014246,1624.099722,1380,1348,01:11
WYMSFM,10,2024-12-16,232.006627,1624.046389,1345,1444,01:12
WYMSFM,12,2024-05-27,231.6372619,1621.460833,1418,1320,01:09
WYMSFM,11,2024-07-22,231.5730159,1621.011111,1448,1355,01:07
WYMSFM,12,2024-09-09,231.3846429,1619.6925,1444,1329,01:07
WYMSFM,15,2025-02-17,231.3220238,1619.254167,1341,1146,01:12
WYMSFM,13,2025-04-14,231.3062698,1619.143889,1416,1280,01:09
WYMSFM,13,2025-05-26,231.1412302,1617.988611,1444,1173,01:07
WYMSFM,9,2025-04-14,231.0345635,1617.241944,1522,1718,01:04
WYMSFM,9,2024-01-29,230.9590873,1616.713611,1422,1598,01:08
WYMSFM,15,2025-06-02,230.9323016,1616.526111,1424,1170,01:08
WYMSFM,12,2025-03-24,230.6775397,1614.742778,1412,1310,01:09
WYMSFM,13,2025-08-04,230.6674603,1614.672222,1416,1226,01:08
WYMSFM,9,2025-09-22,230.6567857,1614.5975,1520,1640,01:04
WYMSFM,9,2025-09-08,230.5126587,1613.588611,1408,1760,01:09
WYMSFM,9,2024-03-04,230.3711508,1612.598056,1444,1592,01:07
WYMSFM,14,2024-05-20,230.3590476,1612.513333,1382,1214,01:10
WYMSFM,13,2024-04-15,230.3098016,1612.168611,1343,1243,01:12
WYMSFM,10,2024-10-14,230.2865079,1612.005556,1418,1428,01:08
WYMSFM,9,2025-08-18,230.2656746,1611.859722,1446,1652,01:07
WYMSFM,12,2025-05-19,230.2392063,1611.674444,1444,1412,01:07
WYMSFM,12,2024-12-02,230.0647619,1610.453333,1394,1220,01:09
WYMSFM,12,2024-10-14,230.0313889,1610.219722,1436,1208,01:07
WYMSFM,12,2024-09-02,230.0240873,1610.168611,1440,1113,01:07
WYMSFM,12,2025-08-18,229.8640476,1609.048333,1478,1354,01:05
WYMSFM,13,2025-07-14,229.8481746,1608.937222,1384,1283,01:10
WYMSFM,9,2025-05-12,229.7590873,1608.313611,1390,1561,01:09
WYMSFM,14,2024-09-23,229.7541667,1608.279167,1386,1147,01:10
WYMSFM,10,2025-08-11,229.7457143,1608.22,1516,1493,01:04
WYMSFM,14,2025-04-14,229.6415476,1607.490833,1366,1194,01:11
WYMSFM,14,2024-09-16,229.4813889,1606.369722,1267,1091,01:16
WYMSFM,14,2025-06-23,229.4001587,1605.801111,1430,1252,01:07
WYMSFM,11,2024-12-30,229.3296825,1605.307778,1462,1364,01:06
WYMSFM,15,2024-03-04,229.2346825,1604.642778,1406,1152,01:08
WYMSFM,11,2025-03-31,229.0481746,1603.337222,1460,1311,01:06
WYMSFM,13,2025-07-07,228.9721429,1602.805,1416,1191,01:08
WYMSFM,13,2024-03-18,228.9342857,1602.54,1390,1157,01:09
WYMSFM,12,2024-12-16,228.9311111,1602.517778,1303,1119,01:14
WYMSFM,13,2024-06-03,228.8804365,1602.163056,1400,1132,01:09
WYMSFM,10,2024-03-25,228.8554365,1601.988056,1408,1426,01:08
WYMSFM,14,2024-01-22,228.8220635,1601.754444,1331,1013,01:12
WYMSFM,13,2024-12-02,228.7432937,1601.203056,1368,1155,01:10
WYMSFM,15,2025-09-15,228.715754,1601.010278,1386,1222,01:09
WYMSFM,10,2024-07-08,228.6738095,1600.716667,1368,1489,01:10
WYMSFM,11,2024-04-08,228.5362698,1599.753889,1416,1313,01:08
WYMSFM,13,2025-03-24,228.4615476,1599.230833,1370,1205,01:10
WYMSFM,9,2025-02-03,228.3702778,1598.591944,1446,1878,01:06
WYMSFM,12,2024-12-09,228.0671032,1596.469722,1299,1126,01:14
WYMSFM,13,2024-06-17,228.0545635,1596.381944,1358,1196,01:11
WYMSFM,10,2024-08-12,227.9413095,1595.589167,1456,1414,01:06
WYMSFM,13,2024-10-28,227.9075794,1595.353056,1312,1149,01:13
WYMSFM,14,2025-05-19,227.8818651,1595.173056,1360,1268,01:10
WYMSFM,12,2025-07-21,227.7565079,1594.295556,1446,1317,01:06
WYMSFM,14,2025-07-14,227.7029365,1593.920556,1362,1240,01:10
WYMSFM,13,2024-11-04,227.5278571,1592.695,1355,1166,01:11
WYMSFM,12,2024-12-30,227.485754,1592.400278,1446,1300,01:06
WYMSFM,14,2024-04-29,227.4076587,1591.853611,1414,1418,01:08
WYMSFM,13,2025-08-11,227.3962302,1591.773611,1388,1230,01:09
WYMSFM,15,2025-03-10,227.3846429,1591.6925,1392,1138,01:09
WYMSFM,13,2024-09-09,227.3095635,1591.166944,1297,1145,01:14
WYMSFM,9,2025-04-21,227.2938095,1591.056667,1414,1587,01:08
WYMSFM,12,2024-07-08,227.2084524,1590.459167,1326,1341,01:12
WYMSFM,13,2024-07-08,227.2073016,1590.451111,1286,1146,01:14
WYMSFM,9,2025-01-06,227.0154762,1589.108333,1390,1501,01:09
WYMSFM,10,2024-12-09,226.9044048,1588.330833,1320,1337,01:12
WYMSFM,13,2024-04-22,226.6780159,1586.746111,1303,1164,01:13
WYMSFM,14,2024-02-19,226.6055556,1586.238889,1390,1112,01:08
WYMSFM,10,2024-07-15,226.601627,1586.211389,1428,1402,01:07
WYMSFM,14,2024-01-01,226.5037302,1585.526111,1347,1099,01:11
WYMSFM,11,2025-04-07,226.4917857,1585.4425,1402,1207,01:08
WYMSFM,10,2024-06-17,226.3860714,1584.7025,1454,1545,01:05
WYMSFM,10,2025-07-28,226.1344444,1582.941111,1460,1822,01:05
WYMSFM,12,2024-10-21,226.0513492,1582.359444,1472,1281,01:05
WYMSFM,15,2024-02-05,225.8233333,1580.763333,1362,1162,01:10
WYMSFM,9,2024-09-23,225.6740476,1579.718333,1460,1628,01:05
WYMSFM,14,2024-06-24,225.5773413,1579.041389,1282,1057,01:14
WYMSFM,15,2024-02-26,225.5290873,1578.703611,1426,1107,01:06
WYMSFM,14,2025-08-04,225.4318651,1578.023056,1408,1236,01:07
WYMSFM,15,2024-01-29,225.3752381,1577.626667,1374,1151,01:09
