Station,Hour of day,Week,AAS,TLH,CUME,SS,TSL
WYMSFM,21,2024-09-23,69.85448413,488.9813889,524,339,00:56
WYMSFM,20,2024-01-15,69.8081746,488.6572222,499,349,00:59
WYMSFM,21,2025-01-20,69.76325397,488.3427778,469,282,01:02
WYMSFM,21,2024-12-23,69.71825397,488.0277778,509,297,00:58
WYMSFM,6,2024-04-01,69.67722222,487.7405556,509,772,00:58
WYMSFM,21,2024-07-01,69.39416667,485.7591667,504,304,00:58
WYMSFM,21,2025-09-08,69.23210317,484.6247222,464,289,01:03
WYMSFM,21,2024-06-03,69.0581746,483.4072222,527,305,00:55
WYMSFM,21,2024-05-13,69.02603175,483.1822222,509,344,00:57
WYMSFM,21,2025-09-01,68.53912698,479.7738889,480,294,01:00
WYMSFM,21,2025-04-28,68.32571429,478.28,504,329,00:57
WYMSFM,21,2025-05-12,68.28361111,477.9852778,494,322,00:58
WYMSFM,21,2025-01-06,68.25928571,477.815,466,303,01:02
WYMSFM,6,2024-07-22,68.24365079,477.7055556,485,752,00:59
WYMSFM,21,2025-03-17,68.14960317,477.0472222,512,360,00:56
WYMSFM,21,2025-05-19,68.14138889,476.9897222,524,319,00:55
WYMSFM,21,2024-05-06,68.05043651,476.3530556,497,333,00:58
WYMSFM,21,2024-06-17,68.01198413,476.0838889,478,349,01:00
WYMSFM,21,2024-07-29,67.85126984,474.9588889,494,330,00:58
WYMSFM,21,2024-12-16,67.44599206,472.1219444,459,291,01:02
WYMSFM,6,2024-03-11,67.3906746,471.7347222,486,799,00:58
WYMSFM,21,2024-03-18,67.24563492,470.7194444,511,351,00:55
WYMSFM,21,2024-12-09,67.10083333,469.7058333,466,240,01:00
WYMSFM,21,2024-12-30,66.66948413,466.6863889,451,273,01:02
WYMSFM,21,2025-09-22,66.54174603,465.7922222,506,328,00:55
WYMSFM,22,2025-03-10,66.53424603,465.7397222,429,229,01:05
WYMSFM,21,2025-03-31,66.29329365,464.0530556,490,330,00:57
WYMSFM,6,2024-07-15,66.24162698,463.6913889,475,723,00:59
WYMSFM,21,2025-08-25,66.03142857,462.22,503,317,00:55
WYMSFM,21,2024-10-21,65.91853175,461.4297222,455,225,01:01
WYMSFM,21,2025-04-14,65.86599206,461.0619444,493,293,00:56
WYMSFM,21,2024-02-05,65.68984127,459.8288889,439,224,01:03
WYMSFM,21,2024-11-18,65.68079365,459.7655556,475,323,00:58
WYMSFM,6,2024-08-19,65.2865873,457.0061111,463,703,00:59
WYMSFM,6,2024-06-17,65.15571429,456.09,506,753,00:54
WYMSFM,6,2024-06-24,65.01984127,455.1388889,469,682,00:58
WYMSFM,6,2024-07-08,64.98396825,454.8877778,474,777,00:58
WYMSFM,22,2025-06-30,64.92607143,454.4825,443,245,01:02
WYMSFM,6,2024-01-15,64.8497619,453.9483333,445,691,01:01
WYMSFM,22,2025-07-21,64.53063492,451.7144444,436,223,01:02
WYMSFM,21,2024-11-11,64.40428571,450.83,440,266,01:01
WYMSFM,21,2024-04-15,64.31047619,450.1733333,470,295,00:57
WYMSFM,8,2025-09-29,225.0834722,450.1669444,580,541,00:47
WYMSFM,21,2024-10-14,64.15559524,449.0891667,455,246,00:59
WYMSFM,21,2024-03-11,64.10154762,448.7108333,502,258,00:54
WYMSFM,21,2024-08-19,63.7568254,446.2977778,476,297,00:56
WYMSFM,21,2024-04-22,63.50837302,444.5586111,464,344,00:57
WYMSFM,6,2025-06-30,63.44361111,444.1052778,449,655,00:59
WYMSFM,6,2024-03-25,63.0547619,441.3833333,457,607,00:58
WYMSFM,21,2024-09-02,62.93805556,440.5663889,454,226,00:58
WYMSFM,21,2024-09-16,62.75992063,439.3194444,445,276,00:59
WYMSFM,21,2024-12-02,62.74642857,439.225,419,232,01:03
WYMSFM,21,2024-02-26,62.71960317,439.0372222,444,251,00:59
WYMSFM,21,2024-06-10,62.34380952,436.4066667,476,321,00:55
WYMSFM,6,2024-08-12,62.2825,435.9775,448,688,00:58
WYMSFM,21,2025-04-21,62.26488095,435.8541667,457,299,00:57
WYMSFM,22,2025-09-15,62.18761905,435.3133333,404,221,01:05
WYMSFM,16,2025-09-29,217.4656944,434.9313889,551,436,00:47
WYMSFM,22,2025-02-24,61.81261905,432.6883333,406,200,01:04
WYMSFM,6,2024-01-08,61.57571429,431.03,461,712,00:56
WYMSFM,21,2024-11-25,61.52313492,430.6619444,444,233,00:58
WYMSFM,22,2025-07-14,61.49825397,430.4877778,435,242,00:59
WYMSFM,21,2024-08-12,61.4168254,429.9177778,471,290,00:55
WYMSFM,21,2025-06-09,61.27793651,428.9455556,517,378,00:50
WYMSFM,6,2024-08-05,61.18734127,428.3113889,419,664,01:01
WYMSFM,22,2025-01-13,61.12309524,427.8616667,400,222,01:04
WYMSFM,6,2024-11-25,61.0709127,427.4963889,440,570,00:58
WYMSFM,6,2024-07-29,61.0272619,427.1908333,495,702,00:52
WYMSFM,21,2025-04-07,60.96388889,426.7472222,465,325,00:55
WYMSFM,6,2024-06-10,60.82384921,425.7669444,493,789,00:52
WYMSFM,22,2025-06-16,60.74619048,425.2233333,385,227,01:06
WYMSFM,21,2024-03-25,60.65496032,424.5847222,451,284,00:56
WYMSFM,22,2024-06-24,60.43146825,423.0202778,392,206,01:05
WYMSFM,22,2025-02-10,60.42380952,422.9666667,415,227,01:01
WYMSFM,21,2025-03-24,60.41,422.87,423,263,01:00
WYMSFM,22,2025-02-03,60.35888889,422.5122222,436,242,00:58
WYMSFM,21,2024-05-27,60.19123016,421.3386111,456,278,00:55
WYMSFM,22,2025-06-23,60.0122619,420.0858333,413,245,01:01
WYMSFM,22,2025-08-18,59.93230159,419.5261111,390,199,01:05
WYMSFM,22,2025-07-07,59.88511905,419.1958333,422,248,01:00
WYMSFM,21,2024-01-29,59.85301587,418.9711111,411,240,01:01
WYMSFM,22,2025-05-05,59.80396825,418.6277778,418,237,01:00
WYMSFM,22,2025-03-03,59.78103175,418.4672222,363,192,01:09
WYMSFM,21,2024-09-09,59.67734127,417.7413889,459,256,00:55
WYMSFM,22,2025-08-11,59.29551587,415.0686111,429,254,00:58
WYMSFM,22,2025-02-17,58.99607143,412.9725,390,203,01:04
WYMSFM,21,2024-10-28,58.79801587,411.5861111,440,211,00:56
WYMSFM,21,2024-01-08,58.77960317,411.4572222,411,262,01:00
WYMSFM,22,2025-05-26,58.52488095,409.6741667,383,204,01:04
WYMSFM,22,2025-01-20,58.46678571,409.2675,372,194,01:06
WYMSFM,22,2024-07-08,58.25488095,407.7841667,393,234,01:02
WYMSFM,22,2025-06-02,58.04162698,406.2913889,397,231,01:01
WYMSFM,22,2025-03-17,57.98634921,405.9044444,391,216,01:02
WYMSFM,21,2024-10-07,57.81801587,404.7261111,406,241,01:00
WYMSFM,22,2025-07-28,57.77892857,404.4525,389,194,01:02
WYMSFM,22,2025-01-27,57.6827381,403.7791667,406,203,01:00
WYMSFM,22,2024-04-29,57.64460317,403.5122222,377,202,01:04
WYMSFM,6,2024-12-30,57.58119048,403.0683333,403,467,01:00
WYMSFM,21,2024-01-22,57.51444444,402.6011111,407,278,00:59
WYMSFM,6,2024-01-01,57.32785714,401.295,420,632,00:57
WYMSFM,22,2024-10-21,57.26583333,400.8608333,362,190,01:06
WYMSFM,21,2024-09-30,57.24583333,400.7208333,400,250,01:00
WYMSFM,21,2024-04-08,57.22261905,400.5583333,439,266,00:55
WYMSFM,21,2024-11-04,56.79626984,397.5738889,414,234,00:58
WYMSFM,21,2024-03-04,56.7756746,397.4297222,471,333,00:51
WYMSFM,22,2024-08-26,56.68063492,396.7644444,373,173,01:04
WYMSFM,22,2024-08-05,56.51511905,395.6058333,377,182,01:03
WYMSFM,22,2025-08-04,56.31630952,394.2141667,369,184,01:04
WYMSFM,22,2024-12-23,56.25876984,393.8113889,419,229,00:56
WYMSFM,21,2024-05-20,56.14412698,393.0088889,474,363,00:50
WYMSFM,22,2025-04-14,55.87511905,391.1258333,383,243,01:01
WYMSFM,22,2024-07-15,55.68710317,389.8097222,381,193,01:01
WYMSFM,22,2024-12-09,55.49904762,388.4933333,372,217,01:03
WYMSFM,22,2025-05-12,55.31821429,387.2275,362,226,01:04
WYMSFM,22,2025-04-28,55.24099206,386.6869444,360,224,01:04
WYMSFM,23,2025-03-10,55.19095238,386.3366667,336,166,01:09
WYMSFM,22,2024-06-17,55.15722222,386.1005556,350,221,01:06
WYMSFM,22,2024-09-23,55.09738095,385.6816667,387,209,01:00
WYMSFM,22,2025-05-19,55.06492063,385.4544444,411,234,00:56
WYMSFM,22,2025-01-06,54.83543651,383.8480556,371,228,01:02
WYMSFM,21,2024-04-01,54.82829365,383.7980556,413,238,00:56
WYMSFM,22,2024-03-18,54.57404762,382.0183333,377,224,01:01
WYMSFM,5,2025-03-03,54.45051587,381.1536111,348,368,01:06
WYMSFM,22,2024-05-13,54.31853175,380.2297222,372,195,01:01
WYMSFM,22,2025-08-25,54.31579365,380.2105556,365,227,01:03
WYMSFM,22,2025-09-08,54.13992063,378.9794444,354,176,01:04
WYMSFM,22,2024-12-30,54.13936508,378.9755556,372,202,01:01
WYMSFM,22,2025-09-01,54.08861111,378.6202778,352,186,01:05
WYMSFM,22,2024-07-29,54.08742063,378.6119444,377,194,01:00
WYMSFM,22,2024-05-06,53.96055556,377.7238889,383,222,00:59
WYMSFM,5,2025-02-24,53.90234127,377.3163889,334,367,01:08
WYMSFM,22,2025-03-31,53.89043651,377.2330556,363,224,01:02
WYMSFM,17,2025-09-29,188.4030556,376.8061111,522,415,00:43
WYMSFM,6,2024-07-01,53.75988095,376.3191667,380,468,00:59
WYMSFM,22,2024-12-16,53.73186508,376.1230556,338,193,01:07
WYMSFM,22,2024-07-22,53.5518254,374.8627778,368,191,01:01
WYMSFM,23,2025-02-24,53.49055556,374.4338889,335,172,01:07
WYMSFM,22,2024-02-05,53.42599206,373.9819444,361,193,01:02
WYMSFM,6,2024-12-23,53.32714286,373.29,377,433,00:59
WYMSFM,22,2024-04-15,53.31972222,373.2380556,361,176,01:02
WYMSFM,23,2025-02-10,53.17988095,372.2591667,342,150,01:05
WYMSFM,21,2024-02-12,53.01698413,371.1188889,400,234,00:56
WYMSFM,22,2024-07-01,52.79551587,369.5686111,375,202,00:59
WYMSFM,22,2024-06-03,52.7931746,369.5522222,391,218,00:57
WYMSFM,22,2025-04-21,52.7493254,369.2452778,330,224,01:07
WYMSFM,22,2024-03-11,52.26710317,365.8697222,371,171,00:59
WYMSFM,22,2025-03-24,52.23440476,365.6408333,336,203,01:05
WYMSFM,22,2024-11-11,52.04793651,364.3355556,348,195,01:03
WYMSFM,22,2024-11-18,51.82634921,362.7844444,356,224,01:01
WYMSFM,23,2025-01-13,51.58174603,361.0722222,320,138,01:08
WYMSFM,23,2025-02-03,51.47857143,360.35,338,153,01:04
WYMSFM,23,2025-08-18,51.47535714,360.3275,295,159,01:13
WYMSFM,23,2025-02-17,51.4047619,359.8333333,323,151,01:07
WYMSFM,22,2024-09-16,51.4006746,359.8047222,347,273,01:02
WYMSFM,23,2025-03-03,51.35388889,359.4772222,283,168,01:16
WYMSFM,23,2025-06-30,51.30821429,359.1575,323,125,01:07
WYMSFM,21,2024-02-19,51.01047619,357.0733333,419,271,00:51
WYMSFM,22,2024-03-25,50.93,356.51,354,204,01:00
WYMSFM,22,2025-09-22,50.85388889,355.9772222,369,202,00:58
WYMSFM,22,2025-04-07,50.84503968,355.9152778,371,239,00:58
WYMSFM,23,2025-07-21,50.8359127,355.8513889,328,158,01:05
WYMSFM,22,2024-12-02,50.38710317,352.7097222,348,198,01:01
WYMSFM,21,2024-01-01,50.30142857,352.11,400,237,00:53
WYMSFM,21,2024-01-15,50.16265873,351.1386111,338,179,01:02
WYMSFM,23,2025-09-15,50.0772619,350.5408333,310,128,01:08
WYMSFM,22,2024-10-28,49.98900794,349.9230556,327,163,01:04
WYMSFM,5,2025-03-10,49.95603175,349.6922222,327,383,01:04
WYMSFM,23,2025-06-16,49.92210317,349.4547222,312,158,01:07
WYMSFM,22,2024-04-22,49.90781746,349.3547222,333,198,01:03
WYMSFM,23,2025-01-27,49.74714286,348.23,320,150,01:05
WYMSFM,23,2025-05-05,49.70611111,347.9427778,317,175,01:06
WYMSFM,22,2024-10-14,49.59845238,347.1891667,343,162,01:01
WYMSFM,23,2025-06-23,49.30031746,345.1022222,316,164,01:06
WYMSFM,22,2024-11-25,49.12960317,343.9072222,362,196,00:57
WYMSFM,23,2024-12-23,49.08436508,343.5905556,334,178,01:02
WYMSFM,5,2025-02-17,49.06515873,343.4561111,330,364,01:02
WYMSFM,22,2025-06-09,48.95777778,342.7044444,375,290,00:55
WYMSFM,22,2024-02-26,48.95634921,342.6944444,334,183,01:02
WYMSFM,22,2024-01-22,48.9309127,342.5163889,319,194,01:04
WYMSFM,22,2024-01-29,48.91464286,342.4025,312,157,01:06
WYMSFM,23,2025-01-20,48.8140873,341.6986111,312,147,01:06
WYMSFM,22,2024-11-04,48.6615873,340.6311111,323,176,01:03
WYMSFM,5,2025-07-07,48.62297619,340.3608333,277,255,01:14
WYMSFM,23,2024-11-11,48.62134921,340.3494444,284,143,01:12
WYMSFM,22,2024-01-08,48.57849206,340.0494444,321,196,01:04
WYMSFM,22,2024-06-10,48.56857143,339.98,365,216,00:56
WYMSFM,23,2024-06-24,48.48293651,339.3805556,296,169,01:09
WYMSFM,22,2024-08-19,48.47424603,339.3197222,338,168,01:00
WYMSFM,5,2025-06-02,48.4147619,338.9033333,323,362,01:03
WYMSFM,5,2025-01-27,48.41329365,338.8930556,338,374,01:00
WYMSFM,23,2025-05-26,48.40198413,338.8138889,300,138,01:08
WYMSFM,5,2025-09-15,48.03357143,336.235,337,360,01:00
WYMSFM,23,2024-07-08,48.01392857,336.0975,296,157,01:08
WYMSFM,22,2024-09-30,47.94333333,335.6033333,331,194,01:01
WYMSFM,23,2025-03-17,47.92357143,335.465,300,176,01:07
WYMSFM,22,2024-09-02,47.84849206,334.9394444,343,179,00:59
WYMSFM,5,2024-11-11,47.77853175,334.4497222,281,387,01:11
WYMSFM,23,2025-05-12,47.63801587,333.4661111,265,178,01:16
WYMSFM,23,2025-07-14,47.54936508,332.8455556,309,136,01:05
WYMSFM,5,2025-05-05,47.54448413,332.8113889,342,362,00:58
WYMSFM,0,2025-02-24,47.51424603,332.5997222,278,109,01:12
WYMSFM,23,2025-08-11,47.50611111,332.5427778,312,114,01:04
WYMSFM,23,2025-06-02,47.48698413,332.4088889,308,140,01:05
WYMSFM,23,2024-12-30,47.48416667,332.3891667,302,173,01:06
WYMSFM,23,2024-08-26,47.45329365,332.1730556,312,173,01:04
WYMSFM,23,2025-07-07,47.42936508,332.0055556,309,168,01:04
WYMSFM,22,2024-09-09,47.38690476,331.7083333,330,186,01:00
WYMSFM,23,2024-10-21,47.27166667,330.9016667,287,85,01:09
WYMSFM,5,2024-11-18,47.12206349,329.8544444,294,433,01:07
WYMSFM,23,2024-06-03,47.06301587,329.4411111,295,147,01:07
WYMSFM,23,2025-07-28,47.00857143,329.06,294,131,01:07
WYMSFM,5,2025-03-17,46.85285714,327.97,301,299,01:05
WYMSFM,23,2024-12-09,46.74694444,327.2286111,295,156,01:07
WYMSFM,22,2024-05-27,46.74555556,327.2188889,340,163,00:58
WYMSFM,5,2025-03-24,46.72142857,327.05,301,260,01:05
WYMSFM,7,2025-09-29,163.0888889,326.1777778,481,552,00:41
WYMSFM,5,2025-01-06,46.45916667,325.2141667,303,349,01:04
WYMSFM,23,2025-04-21,46.44607143,325.1225,291,198,01:07
WYMSFM,22,2024-10-07,46.28984127,324.0288889,295,148,01:06
WYMSFM,23,2025-08-04,46.28392857,323.9875,283,152,01:09
WYMSFM,5,2025-05-19,46.26587302,323.8611111,321,330,01:01
WYMSFM,23,2025-04-28,46.23019841,323.6113889,273,194,01:11
WYMSFM,5,2025-07-14,46.20888889,323.4622222,277,297,01:10
WYMSFM,5,2025-08-04,46.16706349,323.1694444,287,292,01:08
WYMSFM,5,2025-09-22,46.11265873,322.7886111,321,388,01:00
WYMSFM,22,2024-08-12,46.05630952,322.3941667,349,190,00:55
WYMSFM,5,2025-02-03,45.95277778,321.6694444,333,366,00:58
WYMSFM,5,2025-07-21,45.8672619,321.0708333,280,276,01:09
WYMSFM,5,2025-01-13,45.76444444,320.3511111,320,384,01:00
WYMSFM,5,2025-06-23,45.75650794,320.2955556,307,323,01:03
WYMSFM,23,2024-09-23,45.64059524,319.4841667,295,154,01:05
WYMSFM,5,2025-02-10,45.57357143,319.015,331,365,00:58
WYMSFM,0,2025-03-03,45.5606746,318.9247222,254,120,01:15
WYMSFM,0,2025-02-17,45.5359127,318.7513889,276,105,01:09
WYMSFM,0,2025-03-10,45.51134921,318.5794444,267,166,01:12
WYMSFM,22,2024-03-04,45.44781746,318.1347222,365,187,00:52
WYMSFM,23,2024-12-16,45.38996032,317.7297222,277,151,01:09
WYMSFM,5,2025-05-26,45.37837302,317.6486111,313,331,01:01
WYMSFM,23,2025-04-14,45.36607143,317.5625,307,208,01:02
WYMSFM,22,2024-04-01,45.34869048,317.4408333,303,161,01:03
WYMSFM,23,2024-04-29,45.28519841,316.9963889,294,147,01:05
WYMSFM,0,2025-07-07,45.1722619,316.2058333,287,110,01:06
WYMSFM,4,2025-03-03,45.1481746,316.0372222,250,151,01:16
WYMSFM,23,2024-07-15,45.07492063,315.5244444,292,166,01:05
WYMSFM,23,2025-01-06,45.03896825,315.2727778,270,118,01:10
WYMSFM,23,2025-09-01,45.0190873,315.1336111,298,149,01:03
WYMSFM,23,2024-06-17,45.00670635,315.0469444,261,158,01:12
WYMSFM,0,2025-05-05,44.98793651,314.9155556,256,113,01:14
WYMSFM,22,2024-04-08,44.97206349,314.8044444,308,144,01:01
WYMSFM,18,2025-09-29,157.0283333,314.0566667,425,276,00:44
WYMSFM,5,2025-06-16,44.83738095,313.8616667,263,265,01:12
WYMSFM,23,2025-05-19,44.83373016,313.8361111,313,175,01:00
WYMSFM,23,2025-09-08,44.83253968,313.8277778,272,111,01:09
WYMSFM,5,2025-04-21,44.74035714,313.1825,295,312,01:04
WYMSFM,23,2025-03-24,44.64980159,312.5486111,276,148,01:08
WYMSFM,23,2024-07-22,44.60611111,312.2427778,288,157,01:05
WYMSFM,0,2025-09-15,44.56055556,311.9238889,267,104,01:10
WYMSFM,5,2025-07-28,44.55646825,311.8952778,294,276,01:04
WYMSFM,0,2025-06-30,44.53079365,311.7155556,262,131,01:11
WYMSFM,5,2025-06-09,44.53051587,311.7136111,303,308,01:02
WYMSFM,23,2025-08-25,44.46492063,311.2544444,290,140,01:04
WYMSFM,5,2025-03-31,44.44599206,311.1219444,278,332,01:07
WYMSFM,22,2024-05-20,44.42373016,310.9661111,324,207,00:58
WYMSFM,23,2024-03-18,44.41785714,310.925,281,156,01:06
WYMSFM,23,2024-11-18,44.38349206,310.6844444,272,190,01:09
WYMSFM,0,2025-06-16,44.33257937,310.3280556,258,140,01:12
WYMSFM,23,2024-07-29,44.27099206,309.8969444,291,155,01:04
WYMSFM,5,2025-08-25,44.15388889,309.0772222,295,292,01:03
WYMSFM,1,2025-02-24,44.11503968,308.8052778,261,101,01:11
WYMSFM,0,2025-01-20,44.04876984,308.3413889,275,93,01:07
WYMSFM,0,2025-02-10,43.94579365,307.6205556,276,86,01:07
WYMSFM,22,2024-02-19,43.88238095,307.1766667,298,191,01:02
WYMSFM,5,2025-08-11,43.81396825,306.6977778,286,293,01:04
WYMSFM,4,2025-02-24,43.79075397,306.5352778,239,133,01:17
WYMSFM,5,2025-01-20,43.67178571,305.7025,296,328,01:02
WYMSFM,23,2024-08-05,43.60230159,305.2161111,285,104,01:04
WYMSFM,5,2025-06-30,43.59456349,305.1619444,285,336,01:04
WYMSFM,0,2025-02-03,43.57623016,305.0336111,244,67,01:15
WYMSFM,1,2025-07-07,43.44123016,304.0886111,238,80,01:17
WYMSFM,1,2025-03-03,43.38238095,303.6766667,245,104,01:14
WYMSFM,5,2025-04-07,43.24488095,302.7141667,291,343,01:02
WYMSFM,0,2025-07-21,43.21742063,302.5219444,262,128,01:09
WYMSFM,23,2024-10-28,43.18234127,302.2763889,287,109,01:03
WYMSFM,23,2025-03-31,43.11293651,301.7905556,272,150,01:07
WYMSFM,23,2025-06-09,42.98186508,300.8730556,287,172,01:03
WYMSFM,0,2024-06-24,42.91142857,300.38,233,108,01:17
WYMSFM,3,2025-03-03,42.90738095,300.3516667,235,107,01:17
WYMSFM,22,2024-02-12,42.90686508,300.3480556,322,159,00:56
WYMSFM,5,2024-04-29,42.81507937,299.7055556,296,345,01:01
WYMSFM,5,2025-09-08,42.79301587,299.5511111,290,362,01:02
WYMSFM,5,2024-12-02,42.78253968,299.4777778,271,368,01:06
WYMSFM,0,2024-12-23,42.75055556,299.2538889,252,130,01:11
WYMSFM,0,2025-01-27,42.73511905,299.1458333,279,98,01:04
WYMSFM,23,2024-07-01,42.72793651,299.0955556,286,141,01:03
WYMSFM,1,2025-05-05,42.72146825,299.0502778,250,100,01:12
WYMSFM,4,2025-02-17,42.70884921,298.9619444,237,115,01:16
WYMSFM,23,2024-11-04,42.69920635,298.8944444,261,144,01:09
WYMSFM,0,2025-06-23,42.67765873,298.7436111,259,135,01:09
WYMSFM,1,2025-02-17,42.65583333,298.5908333,253,101,01:11
WYMSFM,5,2024-09-02,42.62436508,298.3705556,262,318,01:08
WYMSFM,23,2024-11-25,42.60559524,298.2391667,284,157,01:03
WYMSFM,0,2025-08-18,42.57480159,298.0236111,246,145,01:13
WYMSFM,22,2024-01-15,42.56948413,297.9863889,285,178,01:03
WYMSFM,5,2024-12-16,42.53123016,297.7186111,269,349,01:06
WYMSFM,0,2025-06-02,42.47043651,297.2930556,264,117,01:08
WYMSFM,5,2024-09-09,42.45607143,297.1925,296,393,01:00
WYMSFM,5,2024-04-22,42.31515873,296.2061111,277,325,01:04
WYMSFM,5,2024-09-16,42.31083333,296.1758333,272,382,01:05
WYMSFM,23,2024-12-02,42.26880952,295.8816667,273,136,01:05
WYMSFM,5,2024-10-28,42.13833333,294.9683333,287,339,01:02
WYMSFM,23,2024-03-25,42.10376984,294.7263889,267,116,01:06
WYMSFM,5,2024-11-04,42.00753968,294.0527778,295,361,01:00
WYMSFM,3,2025-02-17,41.99484127,293.9638889,235,109,01:15
WYMSFM,5,2024-03-25,41.98880952,293.9216667,264,263,01:07
WYMSFM,22,2024-01-01,41.95912698,293.7138889,299,171,00:59
WYMSFM,23,2024-05-13,41.94869048,293.6408333,281,132,01:03
WYMSFM,5,2025-09-01,41.87996032,293.1597222,294,356,01:00
WYMSFM,5,2025-04-14,41.67996032,291.7597222,307,296,00:57
WYMSFM,1,2025-06-30,41.60896825,291.2627778,227,96,01:17
WYMSFM,4,2025-05-05,41.60488095,291.2341667,220,101,01:19
WYMSFM,5,2025-08-18,41.60214286,291.215,281,281,01:02
WYMSFM,23,2025-09-22,41.5897619,291.1283333,258,120,01:08
WYMSFM,0,2024-12-30,41.54519841,290.8163889,270,102,01:05
WYMSFM,5,2024-12-09,41.51166667,290.5816667,278,353,01:03
WYMSFM,1,2024-10-28,41.44511905,290.1158333,206,76,01:25
WYMSFM,23,2024-02-05,41.37984127,289.6588889,265,87,01:06
WYMSFM,5,2024-05-06,41.3547619,289.4833333,278,338,01:02
WYMSFM,23,2024-10-14,41.35384921,289.4769444,255,104,01:08
WYMSFM,2,2025-07-07,41.34150794,289.3905556,222,67,01:18
WYMSFM,0,2025-07-14,41.31765873,289.2236111,265,138,01:05
WYMSFM,1,2025-02-03,41.29607143,289.0725,229,104,01:16
WYMSFM,0,2024-07-08,41.25742063,288.8019444,245,110,01:11
WYMSFM,0,2025-08-04,41.24607143,288.7225,245,114,01:11
WYMSFM,0,2024-10-21,41.23353175,288.6347222,256,101,01:08
WYMSFM,4,2025-07-07,41.22,288.54,224,113,01:17
WYMSFM,5,2024-09-23,41.20611111,288.4427778,280,354,01:02
WYMSFM,23,2024-08-19,41.17095238,288.1966667,252,136,01:09
WYMSFM,2,2025-02-17,41.15309524,288.0716667,236,100,01:13
WYMSFM,0,2025-01-13,41.1034127,287.7238889,261,136,01:06
WYMSFM,2,2025-05-05,40.98007937,286.8605556,227,72,01:16
WYMSFM,5,2024-12-30,40.95630952,286.6941667,254,218,01:08
WYMSFM,2,2025-02-24,40.94825397,286.6377778,220,74,01:18
WYMSFM,5,2025-05-12,40.92202381,286.4541667,307,386,00:56
WYMSFM,0,2024-06-03,40.88075397,286.1652778,232,93,01:14
WYMSFM,5,2025-04-28,40.84293651,285.9005556,301,359,00:57
WYMSFM,0,2025-07-28,40.76210317,285.3347222,251,149,01:08
WYMSFM,1,2025-09-15,40.73392857,285.1375,248,79,01:09
WYMSFM,0,2025-03-24,40.6947619,284.8633333,247,132,01:09
WYMSFM,23,2024-04-22,40.66353175,284.6447222,254,144,01:07
WYMSFM,5,2024-10-14,40.64599206,284.5219444,279,345,01:01
WYMSFM,1,2025-07-21,40.57694444,284.0386111,226,90,01:15
WYMSFM,0,2024-08-26,40.57642857,284.035,243,111,01:10
WYMSFM,1,2025-03-10,40.54246032,283.7972222,218,89,01:18
WYMSFM,5,2024-10-21,40.51857143,283.63,287,316,00:59
WYMSFM,4,2025-03-10,40.48833333,283.4183333,215,117,01:19
WYMSFM,0,2025-05-12,40.47876984,283.3513889,217,103,01:18
WYMSFM,0,2025-08-11,40.47325397,283.3127778,245,120,01:09
WYMSFM,3,2025-02-24,40.43460317,283.0422222,214,100,01:19
WYMSFM,0,2024-11-11,40.43301587,283.0311111,253,120,01:07
WYMSFM,5,2024-07-15,40.40154762,282.8108333,267,266,01:04
WYMSFM,23,2024-02-26,40.36440476,282.5508333,253,116,01:07
WYMSFM,23,2024-09-02,40.35138889,282.4597222,264,129,01:04
WYMSFM,3,2025-05-05,40.28440476,281.9908333,207,91,01:22
WYMSFM,3,2025-03-10,40.27777778,281.9444444,219,104,01:17
WYMSFM,23,2024-09-16,40.25801587,281.8061111,261,171,01:05
WYMSFM,0,2024-07-29,40.19222222,281.3455556,248,118,01:08
WYMSFM,0,2025-08-25,40.18765873,281.3136111,255,117,01:06
WYMSFM,23,2024-01-22,40.16722222,281.1705556,261,101,01:05
WYMSFM,23,2025-04-07,40.16190476,281.1333333,255,175,01:06
WYMSFM,3,2025-07-07,40.06551587,280.4586111,224,64,01:15
WYMSFM,0,2025-05-19,40.06095238,280.4266667,253,150,01:07
WYMSFM,0,2025-05-26,40.04416667,280.3091667,246,110,01:08
WYMSFM,5,2024-07-22,40.02670635,280.1869444,250,241,01:07
WYMSFM,5,2024-04-15,40.01813492,280.1269444,290,307,00:58
WYMSFM,5,2024-02-26,39.95515873,279.6861111,277,310,01:01
WYMSFM,23,2024-01-29,39.93333333,279.5333333,255,111,01:06
WYMSFM,1,2025-01-20,39.82793651,278.7955556,246,68,01:08
WYMSFM,2,2025-07-21,39.81119048,278.6783333,216,87,01:17
WYMSFM,5,2024-06-24,39.80813492,278.6569444,245,236,01:08
WYMSFM,4,2025-09-15,39.79448413,278.5613889,217,126,01:17
WYMSFM,5,2024-08-26,39.76412698,278.3488889,277,292,01:00
WYMSFM,0,2025-03-17,39.73880952,278.1716667,247,143,01:08
WYMSFM,23,2024-04-15,39.73396825,278.1377778,275,122,01:01
WYMSFM,5,2024-05-13,39.73134921,278.1194444,285,330,00:59
WYMSFM,4,2025-06-02,39.72111111,278.0477778,213,113,01:18
WYMSFM,5,2024-09-30,39.70265873,277.9186111,308,371,00:54
WYMSFM,0,2025-09-08,39.69190476,277.8433333,236,117,01:11
WYMSFM,23,2024-09-30,39.64992063,277.5494444,267,120,01:02
WYMSFM,0,2025-06-09,39.64297619,277.5008333,238,124,01:10
WYMSFM,0,2024-07-22,39.63527778,277.4469444,244,96,01:08
